,gmd1_timestamp_t,gmd1_t,mso_timestamp_t,mso_area_t
0,1683979305.288579,1.12823e-09,1683979305.243329,7.321135242613129e-07
1,1683979305.367708,1.037041e-09,1683979305.443241,9.954679899198067e-07
2,1683979305.568287,-2.738215e-12,1683979305.643261,7.059230412031526e-07
3,1683979305.767537,8.22242e-10,1683979305.843328,-2.49971719773604e-08
4,1683979305.967486,8.913455e-10,1683979306.043365,5.67674539255967e-07
5,1683979306.167392,3.394634e-10,1683979306.243322,7.478711628760682e-07
6,1683979306.367608,1.370751e-10,1683979306.443264,1.609617945183619e-07
7,1683979306.567691,7.099951e-10,1683979306.643289,3.049871283141158e-07
8,1683979306.766927,7.148577e-10,1683979306.843305,4.740370054409187e-07
9,1683979306.982607,6.064712e-10,1683979307.043218,7.139919577120921e-07
10,1683979307.182502,1.094601e-09,1683979307.243268,4.475050014458945e-07
11,1683979307.382525,1.066193e-09,1683979307.443106,5.582493531395876e-07
12,1683979307.582636,4.173153e-10,1683979307.643215,6.718225879876937e-07
13,1683979307.782581,1.125163e-09,1683979307.843317,6.472793900365399e-07
14,1683979307.982527,1.477489e-09,1683979308.04335,1.0284199456255e-06
15,1683979308.182379,9.041387e-10,1683979308.243241,8.172158964373563e-07
16,1683979308.382284,1.003749e-09,1683979308.443153,6.165478881952749e-07
17,1683979308.58263,6.005315e-10,1683979308.643326,8.421909939028729e-07
18,1683979308.782409,7.551124e-10,1683979308.843309,4.95534521264058e-07
19,1683979308.98252,1.061384e-09,1683979309.043227,5.831469592935915e-07
20,1683979309.182387,5.58278e-10,1683979309.24376,7.679219506832389e-07
21,1683979309.382424,7.751017e-10,1683979309.443325,6.34162389323313e-07
22,1683979309.582764,1.199795e-10,1683979309.643237,5.310452462248555e-07
23,1683979309.782497,1.175835e-09,1683979309.843347,5.1943747901866e-08
24,1683979309.982478,5.608915e-10,1683979310.04333,6.984402774895726e-07
25,1683979310.182524,7.543702e-10,1683979310.243449,6.805691902609124e-07
26,1683979310.382476,4.216653e-10,1683979310.443091,4.612486313058216e-07
27,1683979310.582658,9.609783e-10,1683979310.64311,1.989563501573219e-07
28,1683979310.782394,2.185631e-11,1683979310.843374,9.325320981183153e-07
29,1683979310.982405,2.002629e-10,1683979311.043342,1.3246588454082e-09
30,1683979311.182302,1.524759e-09,1683979311.243227,3.992738932755362e-07
31,1683979311.382396,8.67469e-10,1683979311.443235,7.870137751406036e-07
32,1683979311.582582,5.341442e-10,1683979311.64319,8.735652378076408e-07
33,1683979311.782401,8.997111e-10,1683979311.843262,3.081989994418414e-07
34,1683979311.982509,1.444536e-09,1683979312.043317,9.517991809642542e-07
35,1683979312.182455,1.347662e-09,1683979312.243345,1.0669121226446e-06
36,1683979312.382613,3.493659e-10,1683979312.443308,8.730147681208548e-07
37,1683979312.582403,1.36048e-09,1683979312.643278,3.361108729926053e-07
38,1683979312.767263,1.296607e-09,1683979312.84314,1.2032332994658e-06
39,1683979312.962504,1.321383e-09,1683979313.043189,1.1882387829851e-06
40,1683979313.162373,1.170663e-09,1683979313.243276,8.669737620817479e-07
41,1683979313.362319,1.028495e-09,1683979313.443075,6.912277265618425e-07
42,1683979313.562339,8.423609e-10,1683979313.64314,8.091617508342945e-07
43,1683979313.762432,1.218242e-09,1683979313.843243,7.326497632660628e-07
44,1683979313.962226,2.679561e-11,1683979314.043155,9.711700370252947e-07
45,1683979314.162012,7.593636e-10,1683979314.243106,-2.3887487277319e-09
46,1683979314.362128,1.155128e-09,1683979314.443223,3.606296986486717e-07
47,1683979314.561428,4.569312e-10,1683979314.643296,9.286969790546495e-07
48,1683979314.762539,8.092452e-11,1683979314.843131,5.91034582521989e-07
