,gmd1_timestamp_t,gmd1_t,mso_timestamp_t,mso_area_t
0,1683979406.429813,1.114617e-09,1683979406.443003,8.627339357100677e-07
1,1683979406.564005,1.493333e-09,1683979406.643268,9.597346383585245e-07
2,1683979406.769166,6.394858e-10,1683979406.843154,7.170108912171908e-07
3,1683979406.964053,8.285363e-10,1683979407.043304,3.829967864094262e-07
4,1683979407.169211,1.004334e-09,1683979407.243294,4.669564928686091e-07
5,1683979407.363869,5.8574e-10,1683979407.443327,5.00057410460974e-07
6,1683979407.569184,5.457396e-10,1683979407.64326,3.196094802202522e-07
7,1683979407.769098,3.406638e-10,1683979407.843272,7.301684949248144e-07
8,1683979407.963998,1.210637e-09,1683979408.043343,5.458818187999487e-07
9,1683979408.169128,8.7535e-10,1683979408.243108,9.30065588975972e-07
10,1683979408.369485,1.188885e-09,1683979408.443094,8.71840675043978e-07
11,1683979408.569284,9.535872e-10,1683979408.64313,6.961357145629459e-07
12,1683979408.769107,5.771675e-10,1683979408.843296,8.769465461011952e-07
13,1683979408.969175,1.308117e-09,1683979409.043149,4.148473184608829e-07
14,1683979409.169167,7.982902e-10,1683979409.243194,9.792814298261152e-07
15,1683979409.369359,3.467555e-10,1683979409.443094,6.710239530050623e-07
16,1683979409.569239,1.012295e-09,1683979409.643159,5.381236187818358e-07
17,1683979409.769188,1.175082e-09,1683979409.843342,8.719985819727283e-07
18,1683979409.969238,8.00538e-10,1683979410.043429,9.146957863464099e-07
19,1683979410.169203,1.200095e-09,1683979410.243415,8.449026230641156e-07
20,1683979410.369224,1.350813e-09,1683979410.443282,1.0503522581188e-06
21,1683979410.569246,1.367853e-09,1683979410.643325,5.557502955217788e-07
22,1683979410.769195,1.016235e-09,1683979410.843343,7.320756023334807e-07
23,1683979410.9694,9.740592e-11,1683979411.043391,9.515638723664199e-07
24,1683979411.16905,1.352144e-09,1683979411.243399,4.84756426248436e-08
25,1683979411.369154,1.260131e-09,1683979411.443257,8.542283505822194e-07
26,1683979411.569161,8.878345e-10,1683979411.643273,9.21404448605951e-07
27,1683979411.769057,1.166517e-09,1683979411.843299,8.150660666977424e-07
28,1683979411.969142,1.126437e-09,1683979412.043413,8.75597871904205e-07
29,1683979412.169123,8.173494e-10,1683979412.243333,5.059732333867018e-07
30,1683979412.369217,1.077196e-09,1683979412.443129,3.967766344705076e-07
31,1683979412.569196,3.439415e-10,1683979412.643345,8.985583565763288e-07
32,1683979412.764028,1.004617e-09,1683979412.843328,6.812305943547555e-07
33,1683979412.949488,9.719611e-10,1683979413.043062,7.781218594688778e-07
34,1683979413.149572,8.033788e-10,1683979413.243284,5.267196925596173e-07
35,1683979413.349521,1.341748e-09,1683979413.443349,8.270019701438289e-07
36,1683979413.549482,6.373569e-10,1683979413.643196,1.1524436206279e-06
37,1683979413.749514,1.361757e-09,1683979413.843103,7.859450235454801e-07
38,1683979413.949581,1.915611e-10,1683979414.043075,6.081242732124348e-07
39,1683979414.149407,5.662906e-10,1683979414.24306,4.048609539713254e-07
40,1683979414.349606,7.60821e-10,1683979414.443096,7.173490707534812e-07
41,1683979414.549658,1.022739e-09,1683979414.643089,7.694060727222553e-07
42,1683979414.749667,1.359972e-09,1683979414.843181,8.612777391363331e-07
43,1683979414.949538,1.883165e-09,1683979415.043186,1.1174879334e-06
44,1683979415.149685,8.755274e-11,1683979415.24309,9.287582313867983e-07
