,gmd1_timestamp_t,gmd1_t,mso_timestamp_t,mso_area_t
0,1683979104.416151,1.03991e-09,1683979104.443229,2.0015348110775e-06
1,1683979104.435009,1.162834e-09,1683979104.643125,1.9550226648841e-06
2,1683979104.634972,7.993621e-10,1683979104.84319,1.5792885629188e-06
3,1683979104.835113,1.121045e-09,1683979105.042991,1.888551874159e-06
4,1683979105.03449,9.789241e-10,1683979105.24315,1.5649449084177e-06
5,1683979105.234443,5.957222e-10,1683979105.443197,8.002904178490917e-07
6,1683979105.434589,1.108933e-09,1683979105.643184,1.6719525141172e-06
7,1683979105.634287,7.759691e-10,1683979105.843112,1.1546513488412e-06
8,1683979105.834221,1.000014e-09,1683979106.043141,1.816937772482e-06
9,1683979106.034229,5.870431e-10,1683979106.243101,1.50555912283e-06
10,1683979106.234086,1.162322e-09,1683979106.443038,1.1877373296633e-06
11,1683979106.434085,4.167515e-10,1683979106.643171,1.3743974585078e-06
12,1683979106.634096,1.283143e-09,1683979106.843228,1.7700081426076e-06
13,1683979106.834004,1.079606e-09,1683979107.04317,1.7672518887525e-06
14,1683979107.033902,1.077015e-09,1683979107.243186,1.7878949651353e-06
15,1683979107.233888,8.514704e-10,1683979107.44318,1.5005690832539e-06
16,1683979107.434036,9.929013e-10,1683979107.643144,1.6195733929709e-06
17,1683979107.633677,5.785751e-10,1683979107.843064,1.4582970153549e-06
18,1683979107.833651,1.343672e-09,1683979108.042966,1.6847394398728e-06
19,1683979108.03368,6.179868e-10,1683979108.242998,1.4873577317474e-06
20,1683979108.233711,1.195027e-09,1683979108.443223,1.82765929677e-06
21,1683979108.434101,1.258004e-09,1683979108.643148,1.2953182005614e-06
22,1683979108.63388,1.32619e-09,1683979108.843102,1.4004033197906e-06
23,1683979108.833669,1.071438e-09,1683979109.043215,1.9393724341562e-06
24,1683979109.033647,5.682612e-10,1683979109.243421,1.4562698226583e-06
25,1683979109.233895,6.444277e-11,1683979109.443038,5.906758388055758e-07
26,1683979109.43383,1.270937e-10,1683979109.643173,2.694669989393029e-07
27,1683979109.63321,8.698204e-10,1683979109.843193,1.5752583025579e-06
28,1683979109.833735,1.145256e-09,1683979110.043063,1.862977130251e-06
29,1683979110.033717,2.283649e-10,1683979110.243189,8.974467432567557e-07
30,1683979110.233788,7.148053e-11,1683979110.443159,2.074858486730891e-07
31,1683979110.433434,1.484993e-09,1683979110.643273,1.8397046808019e-06
32,1683979110.633095,2.08197e-10,1683979110.843263,1.02689808135e-06
33,1683979110.848593,3.481637e-10,1683979111.043027,1.2242247400824e-06
34,1683979111.048602,3.971738e-10,1683979111.243372,1.411734859523e-06
35,1683979111.248609,7.343069e-10,1683979111.44323,1.2831983527607e-06
36,1683979111.44864,1.113822e-09,1683979111.643726,1.7078596616414e-06
37,1683979111.648626,8.832022e-10,1683979111.843287,1.5237382974117e-06
38,1683979111.848492,1.042623e-09,1683979112.043411,1.5283633154809e-06
39,1683979112.048803,3.503397e-10,1683979112.243409,1.2547910874228e-06
40,1683979112.248569,8.682065e-10,1683979112.443047,1.6468053315955e-06
41,1683979112.44879,1.52825e-09,1683979112.643275,1.8154898548683e-06
42,1683979112.648582,1.114434e-09,1683979112.843294,1.6821250526e-06
43,1683979112.84869,1.069776e-09,1683979113.043239,1.53504258912e-06
44,1683979113.048501,3.360315e-10,1683979113.243176,1.2562630109283e-06
45,1683979113.248689,8.806221e-10,1683979113.443237,1.5402849431475e-06
46,1683979113.448804,1.002716e-09,1683979113.64324,1.8550023519683e-06
47,1683979113.648506,1.446957e-09,1683979113.843163,2.004229487329e-06
48,1683979113.848466,5.760414e-10,1683979114.043274,1.6057837845192e-06
49,1683979114.283581,-3.929623e-11,1683979114.243245,1.6987415192318e-06
50,1683979114.418522,5.425866e-12,1683979114.443161,1.7188699482833e-06
51,1683979114.448785,1.158914e-09,1683979114.642891,1.9320108847818e-06
52,1683979114.648589,1.030338e-09,1683979114.843088,1.7304101183269e-06
53,1683979114.848461,1.785192e-09,1683979115.043165,1.92773858478e-06
54,1683979115.048461,7.239648e-10,1683979115.243322,1.7391330475372e-06
55,1683979115.248489,1.792768e-09,1683979115.4431,1.9655701830683e-06
56,1683979115.448583,2.841302e-10,1683979115.643374,8.162822752246719e-07
57,1683979115.648537,1.820961e-09,1683979115.843271,1.5554188806477e-06
58,1683979115.848615,1.136441e-09,1683979116.043272,1.8133232893833e-06
59,1683979116.048406,1.755956e-09,1683979116.243267,1.9471489841387e-06
60,1683979116.24849,5.016671e-10,1683979116.443219,1.4335719280622e-06
61,1683979116.448585,5.80341e-10,1683979116.643235,8.975840581065911e-07
62,1683979116.648489,5.940067e-11,1683979116.843064,3.55190971322768e-07
63,1683979116.848408,1.121096e-09,1683979117.043252,1.9124506827618e-06
64,1683979117.04838,7.201824e-11,1683979117.243336,3.084020961838538e-07
65,1683979117.248513,1.235696e-09,1683979117.443237,2.0567267334764e-06
66,1683979117.448645,1.525734e-09,1683979117.643231,1.6983879561728e-06
67,1683979117.648384,3.166585e-10,1683979117.843623,1.2485573084525e-06
68,1683979117.848323,7.329989e-10,1683979118.043158,1.6575282562341e-06
69,1683979118.048412,7.015737e-10,1683979118.243238,1.5387639491735e-06
70,1683979118.248325,9.610347e-10,1683979118.443035,1.7420432469725e-06
71,1683979118.448586,9.987531e-10,1683979118.643065,1.8593509827963e-06
72,1683979118.648381,1.13555e-09,1683979118.843258,2.0339574408476e-06
73,1683979118.848414,6.26793e-10,1683979119.043228,1.59295430956e-06
74,1683979119.048374,8.982299e-10,1683979119.243079,1.67413037806e-06
75,1683979119.248438,1.284216e-09,1683979119.443069,1.956510861649e-06
76,1683979119.448647,1.208743e-09,1683979119.643117,1.8397777312808e-06
77,1683979119.64838,1.931593e-09,1683979119.84327,1.7377909009441e-06
78,1683979119.84834,5.188672e-10,1683979120.043204,1.4130920250742e-06
79,1683979120.048309,1.492875e-09,1683979120.243183,1.4813689436744e-06
80,1683979120.248268,1.864021e-09,1683979120.443201,1.6571012444372e-06
81,1683979120.448521,8.937992e-10,1683979120.64313,8.948562891634598e-07
82,1683979120.64835,3.360342e-11,1683979120.843118,1.370784538019025e-07
83,1683979120.848298,1.393706e-09,1683979121.043126,2.0371871927023e-06
84,1683979121.04833,1.799064e-09,1683979121.243157,2.048010522614e-06
85,1683979121.248395,6.364903e-10,1683979121.443099,1.6419299468355e-06
86,1683979121.448323,1.878715e-09,1683979121.64318,1.5347591308115e-06
87,1683979121.648253,1.032764e-09,1683979121.84318,1.8684071080494e-06
88,1683979121.848221,1.50278e-09,1683979122.043039,1.2109397782792e-06
89,1683979122.048212,6.666617e-10,1683979122.243119,1.6346180959532e-06
90,1683979122.248292,2.239618e-10,1683979122.44313,9.922680346759078e-07
91,1683979122.448285,1.186068e-09,1683979122.643159,1.7631652855764e-06
