,gmd1_timestamp_t,gmd1_t,mso_timestamp_t,mso_area_t
0,1683976583.803443,1.619248e-10,1683976583.643284,1.0477797965152e-06
1,1683976584.382176,4.437772e-11,1683976584.643098,8.72139359550908e-08
2,1683976585.382606,3.39539e-10,1683976585.643268,1.4708954506387e-06
3,1683976586.383952,7.670185e-11,1683976586.64334,6.282209677699371e-07
4,1683976587.384803,4.858509e-10,1683976587.643465,1.6348791509679e-06
5,1683976588.385843,-1.207948e-11,1683976588.643277,3.62274800345946e-08
6,1683976589.386183,1.033944e-10,1683976589.643278,7.349576413933042e-07
7,1683976590.386962,8.4679e-10,1683976590.643322,1.9533041121329e-06
8,1683976591.388168,4.714197e-11,1683976591.643248,2.827507034843508e-07
9,1683976592.389448,3.089042e-11,1683976592.643279,1.308447764826081e-07
10,1683976593.38913,1.03648e-09,1683976593.643278,1.7698879842657e-06
11,1683976594.389982,1.361786e-10,1683976594.643207,8.002420492867425e-07
12,1683976595.391124,-3.265564e-11,1683976595.643267,4.65703481254151e-08
13,1683976596.391515,1.329389e-09,1683976596.643323,2.03981123258e-06
14,1683976597.391609,1.419732e-09,1683976597.643274,1.9283217146312e-06
15,1683976598.39216,1.245086e-10,1683976598.643209,6.949352067898081e-07
16,1683976599.393142,1.185969e-10,1683976599.643375,5.873462213536117e-07
17,1683976600.393129,2.002366e-10,1683976600.643265,8.939366480274958e-07
18,1683976601.414135,7.77762e-11,1683976601.64327,4.180190631398311e-07
19,1683976602.414165,8.297209e-11,1683976602.643468,4.466665116360721e-07
20,1683976603.394776,4.822175e-10,1683976603.643289,1.4749748511787e-06
21,1683976604.394908,1.431913e-10,1683976604.643312,6.86412223840975e-07
22,1683976605.414019,2.32868e-10,1683976605.643306,1.0712790265785e-06
23,1683976606.41389,4.061312e-10,1683976606.643206,1.401067891807e-06
24,1683976607.413973,5.174829e-11,1683976607.642981,3.503461696017883e-07
25,1683976608.413832,4.989269e-10,1683976608.64298,1.6605399142039e-06
26,1683976609.397903,1.432166e-10,1683976609.642955,7.532868343688783e-07
27,1683976610.398863,5.79678e-11,1683976610.643014,2.747903263811843e-07
28,1683976611.398193,1.038297e-10,1683976611.643273,4.720424659396285e-07
29,1683976612.398793,4.86368e-10,1683976612.643271,1.7751735090411e-06
30,1683976613.398784,6.019167e-10,1683976613.643137,1.6402944415747e-06
31,1683976614.399556,6.300421e-10,1683976614.643309,1.9316075012985e-06
32,1683976615.3995,6.614931e-10,1683976615.643123,1.7500678070954e-06
33,1683976616.399786,6.766733e-10,1683976616.643265,1.882294419864e-06
34,1683976617.400502,1.481829e-10,1683976617.643299,9.073043358082663e-07
35,1683976618.400845,5.459443e-10,1683976618.643369,1.7159123881291e-06
36,1683976619.40084,6.262535e-11,1683976619.643402,3.452078946645323e-07
37,1683976620.401332,2.378599e-10,1683976620.642994,1.07941125898e-06
38,1683976621.401354,4.499972e-10,1683976621.643167,1.7180341394238e-06
39,1683976622.401356,6.88446e-11,1683976622.643119,7.017335975136011e-07
40,1683976623.401576,1.627719e-11,1683976623.643013,3.691179378806779e-07
41,1683976624.401141,7.458977e-10,1683976624.643345,1.9740321284672e-06
42,1683976625.401238,3.980695e-10,1683976625.643097,1.5942293266927e-06
43,1683976626.400738,3.648239e-10,1683976626.643354,1.4567629078826e-06
44,1683976627.401262,1.261735e-11,1683976627.643374,1.749574542393835e-07
45,1683976628.400445,7.632322e-10,1683976628.643067,1.9679293722516e-06
46,1683976629.399905,2.761718e-10,1683976629.643317,1.1690539609517e-06
47,1683976630.399811,4.099972e-11,1683976630.643186,2.516078222241256e-07
48,1683976631.399213,1.514841e-10,1683976631.643283,9.53642602896983e-07
49,1683976632.398569,3.056275e-10,1683976632.642902,1.1509768573367e-06
50,1683976633.398472,5.750713e-11,1683976633.643269,5.46190752965249e-07
51,1683976634.397704,3.112087e-11,1683976634.643374,2.729277677946939e-07
52,1683976635.396581,6.69043e-10,1683976635.643371,1.9202815417256e-06
53,1683976636.395844,1.613111e-10,1683976636.643021,1.0528071386746e-06
54,1683976637.395605,8.762967e-11,1683976637.6432,5.524715147023173e-07
55,1683976638.394812,5.279796e-11,1683976638.643116,2.642708572353137e-07
56,1683976639.412803,1.156535e-10,1683976639.64299,8.442531668155732e-07
57,1683976640.413315,4.834478e-10,1683976640.642983,1.5972351204071e-06
58,1683976641.412825,3.094172e-11,1683976641.643101,1.090287069537744e-07
59,1683976642.407662,7.286561e-10,1683976642.643109,1.93282266813e-06
60,1683976643.407911,2.107051e-10,1683976643.643131,1.3207853169228e-06
61,1683976644.407892,2.527014e-10,1683976644.643185,1.357428904694e-06
62,1683976645.407509,8.616323e-10,1683976645.643176,1.9646995566e-06
63,1683976646.407747,6.105148e-10,1683976646.643174,1.7618009392075e-06
64,1683976647.407684,1.131462e-10,1683976647.643162,5.716223621324042e-07
65,1683976648.407946,3.107466e-10,1683976648.643103,1.13061624936e-06
66,1683976649.407616,8.536427e-10,1683976649.643026,1.9606830060607e-06
