,gmd1_timestamp_t,gmd1_t,mso_timestamp_t,mso_area_t
0,1683987519.63512,2.678271e-10,1683987519.643139,1.04944994714e-06
1,1683987519.77478,5.88247e-10,1683987519.843204,4.566234402974317e-07
2,1683987519.974762,3.428916e-10,1683987520.043115,5.302437794918412e-07
3,1683987520.175021,8.084745e-11,1683987520.24303,4.707003001978533e-07
4,1683987520.374775,1.998794e-10,1683987520.443005,1.861955066494572e-07
5,1683987520.57483,7.152416e-10,1683987520.643198,4.715973157995851e-07
6,1683987520.774868,2.372454e-11,1683987520.843538,7.134386480161047e-07
7,1683987520.974897,1.126285e-09,1683987521.043118,3.6178445847883e-09
8,1683987521.174946,3.981968e-10,1683987521.243126,1.0893294004e-06
9,1683987521.374778,7.642988e-10,1683987521.443214,6.934765612183562e-07
10,1683987521.574797,9.7444e-10,1683987521.643388,8.070123597143295e-07
11,1683987521.774749,1.375353e-10,1683987521.843214,9.78309708433015e-07
12,1683987521.974748,5.658529e-11,1683987522.04306,2.442512763223249e-07
13,1683987522.174895,1.858042e-11,1683987522.243403,6.53553089560396e-08
14,1683987522.374782,2.451787e-11,1683987522.44352,-7.9341190880788e-09
15,1683987522.574795,2.308214e-10,1683987522.643075,4.47297172161603e-08
16,1683987522.774609,4.423457e-10,1683987522.843095,9.74325883887887e-08
17,1683987522.97487,9.589838e-10,1683987523.043196,7.618473009604123e-07
18,1683987523.174854,5.870988e-11,1683987523.243161,8.925100471654175e-07
19,1683987523.374685,6.270756e-10,1683987523.443477,1.021337157348544e-07
20,1683987523.574638,5.172307e-11,1683987523.643139,7.054760492577176e-07
21,1683987523.774689,1.367424e-10,1683987523.843092,8.11211258061769e-08
22,1683987523.974821,2.871762e-10,1683987524.043132,4.190024934444184e-07
23,1683987524.174779,1.679653e-10,1683987524.243099,5.909004192341818e-07
24,1683987524.374662,3.379778e-10,1683987524.442931,1.177569384834301e-07
25,1683987524.558707,5.363983e-10,1683987524.643366,5.402703772787163e-07
26,1683987524.759386,5.028956e-10,1683987524.843077,4.260952556341957e-07
