,gmd1_timestamp_t,gmd1_t,mso_timestamp_t,mso_area_t
0,1683974930.443487,4.307515e-10,1683974930.44303,1.5062972140207e-06
1,1683974931.247681,8.465325e-10,1683974931.44329,1.8724728052288e-06
2,1683974932.247119,5.35348e-10,1683974932.443256,1.8716673575709e-06
3,1683974933.247851,5.635532e-10,1683974933.443095,1.9049251962151e-06
4,1683974934.247991,3.314261e-10,1683974934.443334,1.5258086392453e-06
5,1683974935.248724,3.664888e-10,1683974935.443244,1.46992399281e-06
6,1683974936.249134,6.554569e-10,1683974936.443131,1.6911865188286e-06
7,1683974937.267147,6.569889e-10,1683974937.443288,1.619976283059e-06
8,1683974938.267576,7.994901e-10,1683974938.443321,1.8426003804293e-06
9,1683974939.267466,-6.500307e-12,1683974939.443051,1.523249767425838e-07
10,1683974940.267412,3.895728e-10,1683974940.443052,1.4774023015752e-06
11,1683974941.252401,4.557787e-10,1683974941.443293,1.5670229281107e-06
12,1683974942.252639,6.623633e-10,1683974942.4431,1.8136438296586e-06
13,1683974943.253298,4.925314e-10,1683974943.443376,1.6834506042555e-06
14,1683974944.25384,5.193772e-10,1683974944.44329,1.74503903262e-06
15,1683974945.254773,6.387191e-10,1683974945.443075,1.8810177477958e-06
16,1683974946.254987,2.383197e-10,1683974946.443359,1.2001919812124e-06
17,1683974947.255745,5.933933e-10,1683974947.443318,1.7197570366737e-06
18,1683974948.256259,8.289504e-10,1683974948.443286,1.8461463491344e-06
19,1683974949.277158,-2.833059e-11,1683974949.44326,5.098173326e-08
20,1683974950.277086,3.85195e-10,1683974950.443465,1.4253030577323e-06
21,1683974951.277099,7.280879e-10,1683974951.443252,1.7152466509631e-06
22,1683974952.27713,3.30478e-10,1683974952.443353,1.28963382648e-06
23,1683974953.259672,7.014996e-11,1683974953.443534,5.16338304627332e-07
24,1683974954.25993,1.09833e-09,1683974954.443014,1.9123592238732e-06
25,1683974955.26053,8.705339e-10,1683974955.443305,1.9490682644694e-06
26,1683974956.261103,1.416803e-10,1683974956.443381,7.183915037416912e-07
27,1683974957.26167,5.97053e-10,1683974957.443103,1.7018996094226e-06
28,1683974958.262237,5.59483e-10,1683974958.443262,1.72227813962e-06
29,1683974959.281696,2.286448e-10,1683974959.443501,1.4023784123453e-06
30,1683974960.281885,9.036317e-10,1683974960.443097,2.03455295782e-06
31,1683974961.263664,4.553213e-10,1683974961.443221,1.6331580382482e-06
32,1683974962.263525,6.911617e-13,1683974962.44339,3.20219185088941e-08
33,1683974963.264272,4.732849e-10,1683974963.443592,1.6636067084435e-06
34,1683974964.264642,3.319891e-10,1683974964.443561,1.3800239525981e-06
35,1683974965.265034,1.467233e-10,1683974965.444066,7.708609191672551e-07
36,1683974966.281558,5.265707e-10,1683974966.443467,1.8221575432683e-06
37,1683974967.281572,5.640906e-10,1683974967.443916,1.7977654846909e-06
38,1683974968.28642,-8.714218e-11,1683974968.443815,-1.69327929435423e-08
39,1683974969.266374,-9.087901e-11,1683974969.443214,-2.50718108018165e-08
40,1683974970.265844,-1.129394e-10,1683974970.443673,-2.31064020958668e-08
41,1683974971.266483,-7.954122e-11,1683974971.443306,-3.22140535765462e-08
42,1683974972.266474,-5.68151e-11,1683974972.443464,-3.11971185831248e-08
43,1683974973.286308,-7.606106e-11,1683974973.443425,-2.1187280749099e-08
44,1683974974.281124,5.945929e-10,1683974974.44355,1.8801188182664e-06
45,1683974975.280973,5.896546e-10,1683974975.443127,1.8476263466952e-06
46,1683974976.286124,-3.603423e-11,1683974976.443403,1.32153236255645e-08
47,1683974977.281271,9.685043e-10,1683974977.443596,2.15523541147e-06
48,1683974978.266116,-9.520213e-12,1683974978.443054,1.264983803598886e-07
49,1683974979.264471,5.956955e-10,1683974979.443726,1.9695537030249e-06
50,1683974980.264054,8.421034e-10,1683974980.443735,2.0386135287778e-06
